post,time,image,num of likes,num of comments,comments 
"LOOK: Manila City Mayor Francisco 'Isko Moreno' Domagoso led the inauguration of the newly renovated Moriones Plaza Linear Park and Center Island on Monday, July 12.

Domagoso was joined by Manila City ViceHigit pa Mayor Honey Lacuna-Pangan, City Engr. Armand Andres, City Electrician Randy Sadac, Arch. Ely Balmoris, and barangay officials in Moriones.

The redevelopment of Moriones Plaza Linear Park and Center Island was made in line with the city's aim to have more green and open spaces for the public.

(Photos by Christian Turingan/MPIO)

#BagongMaynila",2021-07-13 15:00:46,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/213163301_1157246271426727_4813509908863094258_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=8024bb&_nc_ohc=QjJlLEi0wtUAX_vF1sh&_nc_ht=scontent.fmnl9-2.fna&oh=e15c520951bddc11dcb9ab8a9299cd19&oe=6133B32A,1571,35,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 13, 2021.

#AlertoManileno #COVID19PH",2021-07-13 14:00:26,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/217168070_1157210864763601_8241200355266292803_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=8024bb&_nc_ohc=7E4oAvI_ujUAX9ASBgT&_nc_ht=scontent.fmnl9-2.fna&oh=d93799b9021173408fb1edf0caf1fc42&oe=6132332A,314,8,[]
"TINGNAN: Narito ang kasalukuyang sitwasyon sa iba't ibang vaccination sites sa Lungsod ng Maynila ngayong araw, ika-13 ng Hulyo.

Ito'y sa gitna po ng ating magkakasabay na second dose vaccination sa mall atHigit pa community sites.

Ilang paalala sa mga magpapabakuna:

Hanggang 7pm ang bakunahan ngayong araw Hinihikayat ang lahat na magtungo sa vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Dalhin o QR code para sa verification at huwag pong kalimutang sumunod sa health protocols pagdating sa vaccination site.

Huwag kalimutan ang pagsunod sa health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-07-13 10:38:19,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/214331854_1157146994769988_4256909059630272405_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=110474&_nc_ohc=itQqvlGrzcsAX-6Qr9u&_nc_ht=scontent.fmnl9-2.fna&oh=a19eb06b2b27851c59e6ff46bd6e8177&oe=61321C59,661,42,[]
"More than 290,000 COVID-19 Food Security Program (FSP) boxes have been delivered to 346 barangays as of 5 p.m. today, Monday, July 12.

The food box deliveries for District 1 and District 2 have been completed.Higit pa So far, the DEPW, DPS, and MTPB personnel have already reached 88 barangays in District 3 and they will continue to deliver FSP boxes there tomorrow, Tuesday, July 13.

#AlertoManileno",2021-07-13 10:02:22,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/216254546_1157129758105045_2373428448706350137_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=110474&_nc_ohc=rFbJ4FnXknMAX9qwvCV&_nc_ht=scontent.fmnl9-1.fna&oh=56c06fc7e39bbc374def58db5306feea&oe=61325D3F,414,5,[]
"TINGNAN: Naglinis ang mga kawani ng New Arranque Market, Dagonoy Market, Divisoria Market, Pampanga Market, Pritil Market at Central Market ngayong Martes, July 13 bilang pagsunod sa direktiba ni MayorHigit pa Francisco 'Isko Moreno' Domagoso.

Utos ng alkalde na mapanatiling malinis, maaliwalas at ligtas ang Lungsod ng Maynila, kasama na ang labimpitong pampublikong pamilihan na hawak ng Market Administration Office.

#AlertoManileno",2021-07-13 09:30:18,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/212452710_1157095984775089_3245989218123515071_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=8024bb&_nc_ohc=-6FBsNM9wosAX_X643A&_nc_ht=scontent.fmnl9-2.fna&oh=accd709a90232293a496f5eaf287e172&oe=61336DB9,235,3,[]
"TINGNAN: Nagpapatuloy ngayong araw, July 13, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm. Hinihikayat namin ang lahat naHigit pa magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Makatatanggap ng kanilang SECOND DOSE ng SINOVAC ang mga kabilang sa A2 at A4 priority groups na una nang nabakunahan noong June 15. Idaraos ito sa apat na mall sites.

Kasabay nito ay mayroon ding SECOND DOSE vaccination ng PFIZER ang mga kabilang sa A5 priority group na una nang nabakunahan noong June 22. Isasagawa po ito sa anim na community sites.

Para sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-07-13 08:37:48,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/212790946_1157092728108748_8803088384316408828_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=HSsLzWBBfsYAX9mxQI8&_nc_ht=scontent.fmnl9-2.fna&oh=dfcc9d22f5e1df1010837b378ca123e6&oe=613215A9,667,47,[]
"More than 290,000 COVID-19 Food Security Program (FSP) boxes have been delivered to 346 barangays as of 5 p.m. today, Monday, July 12.

The food box deliveries for District 1 and District 2 have been completed.Higit pa So far, the DEPW, DPS, and MTPB personnel have already reached 88 barangays in District 3 and they will continue to deliver FSP boxes there tomorrow, Tuesday, July 13.

#AlertoManileno",2021-07-12 21:49:37,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/213351678_1156812214803466_8119607501599611349_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=110474&_nc_ohc=vzpxHWJVh_EAX9nvkYO&_nc_ht=scontent.fmnl9-2.fna&oh=5baa1e9fbefa2633340631f886501c32&oe=613280A1,261,8,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, July 13, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm.Higit pa Hinihikayat namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Makatatanggap po ng kanilang SECOND DOSE ng SINOVAC ang mga kabilang sa A2 at A4 priority groups na una nang nabakunahan noong June 15 2021. Idaraos ito sa apat na mall sites.

Kasabay po nito ay mayroon ding SECOND DOSE vaccination ng PFIZER ang mga kabilang sa A5 priority group na una nang nabakunahan noong June 22. Isasagawa po ito sa anim na community sites.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-12 19:47:02,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/213732052_1156747421476612_2663028589161302025_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=110474&_nc_ohc=odJIlP4ZV64AX9pkQbb&_nc_ht=scontent.fmnl9-2.fna&oh=28a9bc710964e7a07f8221af77b592c3&oe=61340E66,1218,312,[]
"LOOK: The MDRRMO team conducted misting and fogging operations at the Jacinto Zamora Elementary School earlier. This is just one of the many places that they disinfected today, Monday, July 12.

Misting and fogging operations are part of the City of Manila's strict daily sanitation and disinfection routines.

#AlertoManileno",2021-07-12 18:22:12,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/212379676_1156704534814234_1825146117314415050_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=MSad0Y_exJ8AX8_kkkG&_nc_ht=scontent.fmnl9-2.fna&oh=33c544fde2914465bd2ad02d6702f943&oe=6131F8FA,354,5,[]
"TINGNAN: Nagpunta ang Kadiwa Rolling Store sa Barangay 332 Zone 33 at Barangay 321 Zone 32 sa District 3 ngayong araw, July 12.

Simula Abril 2020 ay umiikot ang Kadiwa Rolling Store dala-dala ang mga murangHigit pa bilihin para sa mga Batang Maynila.

Katuwang ng Lungsod ng Maynila ang Department of Agriculture, Teresita's Fruits and Vegetables, Tinapayan Festival, Dagupan Boneless Bangus, Food Crafters Frozen Products, Taste Buds at Puregold para sa programang ito na patuloy na sinusuyod ang mga barangay sa Maynila upang makapagdala ng mga pangunahing bilihin sa kani-kanilang mga tahanan.

#AlertoManileno",2021-07-12 17:30:40,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/213468105_1156661978151823_2667669103435882160_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=8024bb&_nc_ohc=QZUY-NEr6PkAX-DE7Hr&_nc_ht=scontent.fmnl9-1.fna&oh=6dca9a79e1e7b5a21d9a652bb93263a1&oe=61349205,242,6,[]
"Hindi po tayo titigil sa ating layunin na mapabuti pa ang pamumuhay ng ating mga Batang Maynila. May iba pa po tayong mga pabahay para sa ating mga mangagawa, malapit na po nating simulan ito.

Manila, God first! —Mayor Isko Moreno Domagoso",2021-07-12 16:30:21,,535,43,[]
"LOOK: The DPS Estero Rangers conducted a clean-up drive at Estero de Pandacan today, Monday, July 12. The estero is part of Barangay 832 Zone 90 and Barangay 848 Zone 91.

The DPS Estero Rangers collected 38Higit pa sacks of garbage from Estero de Pandacan. If these had been left in the estero, there would be flooding when it rains.

The City Government of Manila is reminding the public to avoid dumping garbage into esteros. Aside from causing flooding, they would also attract disease-carrying insects.

#AlertoManileno",2021-07-12 14:40:27,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/213278789_1156615571489797_854418413481937394_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=110474&_nc_ohc=yZShA9nuCDMAX-XwcP1&_nc_ht=scontent.fmnl9-2.fna&oh=382caabcf6dbf27110d3b4499695e645&oe=61347760,233,12,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 12, 2021.

#AlertoManileno #COVID19PH",2021-07-12 14:00:41,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/213285156_1156548981496456_7724846785308649567_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=8024bb&_nc_ohc=_Zb0_GC54mgAX9XDOhP&_nc_ht=scontent.fmnl9-1.fna&oh=06bbc93fa2dca4ee4fd06be7c3a77621&oe=613264B4,360,3,[]
"LOOK: DPS personnel started the day by loading their truck with COVID-19 Food Security Program (FSP) boxes from the Sta. Ana Elementary School. The focus of food box deliveries for today, Monday, July 12 areHigit pa the barangays in District 3.

Aside from the DPS personnel, the employees of the DEPW and MTPB also have FSP delivery duties.

#AlertoManileno",2021-07-12 09:30:39,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/212010561_1156485848169436_5368514565089948344_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=110474&_nc_ohc=5ZqYrxfCQV0AX8iK1AB&_nc_ht=scontent.fmnl9-2.fna&oh=1343e858b4e4d9618a3965cd1dea6afc&oe=6132FF05,448,9,[]
"TINGNAN: Nagsagawa ng morning cleaning operation ang mga kawani ng Divisoria Market, New Arranque Market, Pritil Market, Dagonoy Market, Pampanga Market at Central Market ngayong araw ng Lunes, July 12.

#AlertoManileno",2021-07-12 09:13:01,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/216378920_1156478241503530_2249930724272227413_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=110474&_nc_ohc=S10m8i19YNYAX9KcJ72&_nc_ht=scontent.fmnl9-2.fna&oh=e39e3f0196b1fcef6314efcb9872871b&oe=6133CE22,228,0,[]
"TINGNAN: Nagpapatuloy ngayong araw ng Lunes, ika-12 ng Hulyo ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm. Hinihikayat naminHigit pa ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa ang FIRST DOSE vaccination para sa A2, A3, at A5 priority groups sa 12 school sites.

Makatatanggap din ng kanilang SECOND DOSE ng SINOVAC ang mga kabilang sa A2 at A4 priority groups na una nang nabakunahan noong June 14, 2021. Idaraos ito sa apat na mall sites.

Para sa lahat ng magpapabakuna, ipakita lamang ang inyong printed waiver form o QR code para sa verification.

Dalhin din ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-07-12 08:22:49,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/213560809_1156458834838804_6627117302595008835_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=c1znSQqVg-wAX-0fOA_&_nc_ht=scontent.fmnl9-2.fna&oh=5ca1fca8460d8aba56a406a634478336&oe=61343426,531,65,[]
"It's Day 4 of the COVID-19 Food Security Program (FSP) for the month of July. As of this afternoon, more than 247,000 food boxes have been delivered to Manileño families in 281 barangays.

District 1 (136Higit pa barangays) and District 2 (122 barangays) food box deliveries are already done.

Meanwhile, the DEPW, DPS, and MTPB personnel reached 23 barangays in District 3 today, Sunday, July 11. The delivery for the said District will continue tomorrow.

#AlertoManileno",2021-07-11 20:45:22,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/155402651_1156099688208052_8961558790215925648_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=110474&_nc_ohc=jxOMEVU_AQAAX_38RXG&_nc_oc=AQl_MNsknOn03yLe-wzcXocri3Y2Hs4p0Zrb0YNw7FfnskH3LQyFFzwr2wZLTfdH2Aw&_nc_ht=scontent.fmnl9-2.fna&oh=84b5e9960136a60dcc2d31aa3cbef273&oe=613428A8,235,6,[]
"Mga Batang Maynila, House Tour muna tayo kasama si Aling Norai 😊

Ito po ang simpleng pangarap lamang noon ng isang Batang Tondo: ang magkaroon ng mas maayos at disenteng tirahan ang mga Batang Maynila. Ingat po tayo lagi! —Mayor Isko Moreno Domagoso",2021-07-11 19:58:23,,906,126,[]
"WATCH: DPS personnel deliver COVID-19 Food Security Program (FSP) boxes allocated for Barangay 246 Zone 22, which is part of District 2. The community is headed by barangay chairman Maximo Lacson.

The food box deliveries scheduled for today Sunday, July 11, are for District 2 and District 3.

#AlertoManileno",2021-07-11 15:37:18,,351,16,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, July 12, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm.Higit pa Hinihikayat namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Isasagawa po ang FIRST DOSE vaccination para sa A2, A3, at A5 priority groups sa 12 school sites. Magsisimula po ito ng 7am.

Makatatanggap po ng kanilang SECOND DOSE ng SINOVAC ang mga kabilang sa A2 at A4 priority groups na una nang nabakunahan noong June 14, 2021. Idaraos ito sa apat na mall sites. Magsisimula po ito ng 8am.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-11 15:31:26,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/215036171_1155938391557515_6917991499365393508_n.jpg?_nc_cat=104&ccb=1-4&_nc_sid=110474&_nc_ohc=2FecsnHjK7IAX9EylZM&_nc_ht=scontent.fmnl9-1.fna&oh=fb7d04f7cebb6de21099193f5ebc29aa&oe=61345300,2278,623,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 11, 2021.

#AlertoManileno #COVID19PH",2021-07-11 14:00:06,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/215542206_1155890788228942_5189227564664045679_n.jpg?_nc_cat=103&ccb=1-4&_nc_sid=8024bb&_nc_ohc=OO-ysBg9eJYAX_0QaPC&_nc_ht=scontent.fmnl9-2.fna&oh=c23d3609f28c118ba9f54402cab2fa21&oe=61316872,302,0,[]
"TINGNAN: Nagpapatuloy ngayong araw ng Linggo, July 11, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm. Hinihikayat namin angHigit pa lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Mayroong SECOND DOSE vaccination ng PFIZER vaccine para sa mga unang nakatanggap ng bakuna noong June 20, 2021. Isinasagawa po ito sa apat na mall sites at 18 community sites.

Para sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-07-11 12:09:01,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/215435826_1155851274899560_8414124889257013839_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=_TTqPDaW2TYAX8zqizG&_nc_ht=scontent.fmnl9-2.fna&oh=2d72bd5e7d590ec420d5b05040b44222&oe=613347B6,648,67,[]
"A total of 198,000 COVID-19 Food Security Program (FSP) boxes have been delivered by DEPW, DPS, and MTPB personnel as of 4:30 p.m. today, Saturday, July 10.

So far, all the 136 barangays in District 1 haveHigit pa already gotten their food boxes. Thus, the food box deliveries will focus on District 2 and District barangays tomorrow.

#AlertoManileno",2021-07-10 20:27:30,https://scontent.fmnl9-1.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/211873201_1155433831607971_3075632634666499870_n.jpg?_nc_cat=108&ccb=1-4&_nc_sid=110474&_nc_ohc=DjkgGqmncc4AX_rGf4i&_nc_ht=scontent.fmnl9-1.fna&oh=9883946fa46b0ade4a3f8ac0ec9855c7&oe=61334450,324,8,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, July 11, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm.Higit pa Hinihikayat namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Magkakaroon po ng SECOND DOSE vaccination ng PFIZER vaccine para sa mga unang nakatanggap ng bakuna noong June 20, 2021. Gaganapin po ito sa apat na mall sites at 18 community sites.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️",2021-07-10 17:00:06,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/210472611_1154747158343305_6856677531920141831_n.jpg?_nc_cat=105&ccb=1-4&_nc_sid=8024bb&_nc_ohc=bZj6Anxj6S8AX9XUU83&_nc_ht=scontent.fmnl9-2.fna&oh=e198b06e42b0614555e3ec4bc6cff1d4&oe=613166C6,1394,297,[]
"WATCH: DPS personnel are seen unloading COVID-19 Food Security Program (FSP) boxes at Barangay 243 Zone 22 earlier today, Saturday, July 10.

The community, which is part of District 2, is headed by barangayHigit pa chair Atilano Sagmit. The focus on food box deliveries for this day are the rest of the District 2 barangays.

#AlertoManileno",2021-07-10 15:49:37,,570,22,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 10, 2021.

#AlertoManileno #COVID19PH",2021-07-10 14:24:58,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/215339071_1155273814957306_111471947301543009_n.jpg?_nc_cat=111&ccb=1-4&_nc_sid=110474&_nc_ohc=C7XhuiLHdnYAX_RLQ5j&_nc_ht=scontent.fmnl9-2.fna&oh=ac584eafd064cded4f5c09fb8273b3a9&oe=61317C33,344,0,[]
"TINGNAN: Nagpapatuloy ngayong araw, ika-10 ng Hulyo ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm. Hinihikayat namin angHigit pa lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Makatatanggap ng kanilang SECOND DOSE ng PFIZER ang mga kabilang sa A5 priority group na una nang nabakunahan noong June 19, 2021. Idaraos ito sa anim na community sites.

Para sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site.

#AlertoManileno #COVID19PH",2021-07-10 10:35:50,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/211933357_1155176814967006_868592780257930320_n.jpg?_nc_cat=110&ccb=1-4&_nc_sid=110474&_nc_ohc=QLRWv8FBPKIAX-QMud1&_nc_ht=scontent.fmnl9-2.fna&oh=0afae0a0e79c022e185c8a121028030d&oe=61311420,541,50,[]
"As of 4 p.m. today, Friday, July 9, DEPW, DPS, and MTPB personnel have delivered a total of over 143,000 COVID-19 Food Security Program (FSP) boxes.

In District 1, 112 barangays have already gotten their foodHigit pa box allocations. Meanwhile, in District 2, 18 barangays have received their FSP boxes.

The food box deliveries will continue tomorrow.

#AlertoManileno",2021-07-09 22:30:23,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/214213194_1154799951671359_8963277825848086370_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=8024bb&_nc_ohc=i9UjgTa1F-IAX-zvjAo&_nc_ht=scontent.fmnl9-2.fna&oh=49ac0cd3fc370afbe20eb8deefc20a05&oe=6134923B,299,10,[]
"LOOK: DPS employees lined up to get their COVID-19 jabs and avail of free laboratory services at San Andres Sports Complex and Plaza Morga last July 6 and 7. This was facilitated by the Manila HealthHigit pa Department (MHD).

This is part of the City of Manila's efforts to ensure that its employees are protected against the COVID-19 virus and that they have access to free laboratory services to assess their health.

#AlertoManileno",2021-07-09 20:45:41,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/215055639_1154800908337930_6528285198180137721_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=110474&_nc_ohc=YN41VJXWspYAX-zMMZj&_nc_ht=scontent.fmnl9-2.fna&oh=601f2f4621cc7d15096493d35a2ca7f7&oe=61338D3B,358,15,[]
"Attention. Please share with your loved ones.

Magpapatuloy po bukas, July 10, ang COVID-19 MASS VACCINATION sa Lungsod ng Maynila.

MAHALAGANG PAALALA po para sa lahat:

Idaraos po ang pagbabakuna hanggang 7pm.Higit pa Hinihikayat namin ang lahat na magtungo sa ating vaccination sites sa iba pang mga oras upang makaiwas sa siksikan. Nais po naming matiyak ang kaligtasan ninyo.

Makatatanggap po ng kanilang SECOND DOSE ng PFIZER ang mga kabilang sa A5 priority group na una nang nabakunahan noong June 19, 2021. Idaraos ito sa anim na community sites.

Para po sa lahat ng magpapabakuna, ipakita lamang po ang inyong printed waiver form o QR code para sa verification.

Dalhin din po ang inyong ID at huwag kalimutan ang pagsunod sa minimum health protocols pagdating sa vaccination site. Maraming salamat po.

Manila, God first! ☝️ —Mayor Isko Moreno Domagoso",2021-07-09 19:10:38,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/212452478_1154751361676218_7890395010757974261_n.jpg?_nc_cat=107&ccb=1-4&_nc_sid=110474&_nc_ohc=iMZmxR84PlcAX_g54ai&_nc_ht=scontent.fmnl9-2.fna&oh=2bb7001ddc98919c9c33b98b53345dde&oe=6132E9DB,1036,198,[]
,2021-07-09 18:11:28,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/212938024_1154724898345531_5079084940378158788_n.jpg?_nc_cat=102&ccb=1-4&_nc_sid=8024bb&_nc_ohc=RTpF2d4map4AX_VGv68&_nc_ht=scontent.fmnl9-2.fna&oh=48ae78c562d27f38c9fc4547f36c6d8c&oe=61310E24,1454,85,[]
"COVID-19 MONITORING: Latest coronavirus data in the City of Manila, as of July 09, 2021.

#AlertoManileno #COVID19PH",2021-07-09 14:41:31,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/211690095_1154634265021261_8745538805009434349_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=110474&_nc_ohc=BXWaKVtuqxsAX_0YlyF&_nc_ht=scontent.fmnl9-2.fna&oh=d0c837f8d2f7e0b8acd9bf4e7b708293&oe=6132B0FB,266,18,[]
"WATCH: It's Day 2 of the FSP operations for the month of July and DPS personnel are seen loading COVID-19 Food Security Program (FSP) at the Sta. Ana Elementary School. The school is one of several temporaryHigit pa hubs for FSP production teams.

The food box deliveries for District 1 barangays are expected to be completed today. Meanwhile, FSP deliveries for District 2 have already started.

#AlertoManileno",2021-07-09 10:08:04,,804,52,[]
,2021-07-09 09:24:03,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/211145235_1154445425040145_5274459860386964211_n.jpg?_nc_cat=109&ccb=1-4&_nc_sid=110474&_nc_ohc=uHw6J1KVaEoAX_-jb4M&_nc_ht=scontent.fmnl9-2.fna&oh=ed17d6f69b2e62815c41a25aa4687c11&oe=61345CA2,510,31,[]
"TINGNAN: Nagsagawa ng morning cleaning operation ang mga kawani ng Divisoria Market, New Arranque Market, Dagonoy Market, Sampaloc Market, Pritil Market, Central Market, at Obrero Market ngayong araw ng Biyernes, July 9.

#AlertoManileno",2021-07-09 09:12:08,https://scontent.fmnl9-2.fna.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/212432002_1154436201707734_7828790790638017884_n.jpg?_nc_cat=101&ccb=1-4&_nc_sid=110474&_nc_ohc=XlT4k4tsgX8AX-p3JDy&_nc_ht=scontent.fmnl9-2.fna&oh=37c104dd619ef464bcfa43ed84c6f9cb&oe=61318D9B,149,8,[]
"Isang karangalan po ang mapabilang sa 50 Champion Cities ng Bloomberg Philanthropies, at maging isa sa dalawang probinsya/syudad na mula sa Pilipinas.

Inspirasyon po namin ang bawat Batang Maynila na araw-arawHigit pa na kumakayod at nagsasakripisyo para sa kanilang buhay at pangarap. Mas lalo pa po naming pag-iigihin ang pagtatrabaho, mga Batang Maynila, para sa mas magandang kinabukasan ng bawat isa.

Manila, God first! —Mayor Isko Moreno Domagoso",2021-07-09 06:00:39,,267,22,[]
